flightNumber,from,to,arrival,departure,status
1858,Mumbai,Thiruvananthapuram,1/18/2022,12/5/2021,Arriving Early By 30mins
1367,Mangalore,Lucknow,1/30/2022,1/14/2022,Departing Late By 30mins
1182,Indore,Bangalore,5/31/2021,8/14/2021,Arriving Early By 30mins
3719,Port Blair,Hyderabad City,9/5/2021,4/14/2021,Arriving Late By 30mins
1546,Pune,Thiruvananthapuram,8/11/2021,1/19/2022,Departing Early By 30mins
2305,Chandigarh,Mangalore,6/21/2021,7/3/2021,Departing Late By 30mins
4910,Visakhapatnam,Indore,11/13/2021,7/18/2021,Arriving Early By 30mins
3337,Jaipur,Pune,8/15/2021,7/3/2021,Arriving Early By 30mins
4035,Calicut,Kolkata,4/8/2021,2/2/2022,Departing Early By 30mins
2880,Kochi,Guwahati,5/13/2021,3/28/2021,On Time
2116,Patna,Vasco da Gama,5/1/2021,11/3/2021,Departed
3645,Mangalore,Agartala,12/12/2021,5/1/2021,Arriving Late By 30mins
3985,Madurai,Jammu,10/12/2021,11/30/2021,Departed
1901,Mangalore,Guwahati,4/26/2021,4/20/2021,Departing Early By 30mins
4730,Guwahati,Port Blair,3/26/2021,10/14/2021,Arriving Late By 30mins
3287,Vasco da Gama,Thiruvananthapuram,4/3/2021,5/7/2021,Departing Late By 30mins
4148,Port Blair,Kolkata,7/18/2021,4/9/2021,Departed
4272,Pune,Naqpur,3/9/2021,8/3/2021,Departed
4785,Mumbai,Visakhapatnam,10/18/2021,6/17/2021,Departing Late By 30mins
1070,Tiruchirappally,Patna,8/20/2021,12/19/2021,On Time
3693,New Delhi,New Delhi,11/14/2021,4/1/2021,Departing Late By 30mins
3904,Chandigarh,Visakhapatnam,3/17/2021,3/11/2021,On Time
3278,Thiruvananthapuram,Madurai,10/12/2021,6/21/2021,On Time
3227,New Delhi,Calicut,9/17/2021,9/16/2021,Arriving Early By 30mins
1033,Calicut,Bangalore,5/25/2021,3/20/2021,Arriving Late By 30mins
2937,Lucknow,Agartala,10/1/2021,6/16/2021,Departing Late By 30mins
4704,Hyderabad City,Bangalore,3/6/2021,2/22/2022,Departing Early By 30mins
2603,Bangalore,Mumbai,4/1/2021,12/9/2021,Departing Late By 30mins
2249,Jammu,Naqpur,3/7/2021,3/6/2021,On Time
1720,Madurai,Mumbai,12/25/2021,8/11/2021,Departed
2791,Indore,Kochi,1/11/2022,3/9/2021,On Time
2895,Pune,Pune,10/20/2021,7/21/2021,Arriving Late By 30mins
2449,Naqpur,Mangalore,2/20/2022,4/1/2021,Arriving Early By 30mins
1079,Jaipur,Tiruchirappally,12/7/2021,7/10/2021,Arriving Late By 30mins
3365,Kochi,Thiruvananthapuram,11/9/2021,7/2/2021,Arriving Early By 30mins
4240,Ahmedabad,Srinagar,5/23/2021,3/13/2021,Departing Late By 30mins
4486,Hyderabad City,Mumbai,12/2/2021,3/19/2021,On Time
4960,Kochi,Chennai,7/29/2021,12/11/2021,On Time
4333,Vasco da Gama,Port Blair,1/21/2022,1/15/2022,Departing Early By 30mins
1207,Mumbai,Siliguri,7/25/2021,2/17/2022,Arriving Late By 30mins
4829,Jaipur,Ahmedabad,7/26/2021,12/28/2021,Departed
2677,Patna,Coimbatore,11/6/2021,11/16/2021,Departing Late By 30mins
1770,Chandigarh,Kolkata,12/24/2021,7/29/2021,Arriving Late By 30mins
2487,Kolkata,Bangalore,7/20/2021,8/23/2021,Departing Late By 30mins
2038,Mangalore,Patna,12/26/2021,10/3/2021,Departed
3291,Indore,Pune,1/5/2022,2/19/2022,Departed
1210,Tiruchirappally,Indore,1/6/2022,12/28/2021,Arriving Early By 30mins
2531,Guwahati,Vasco da Gama,4/20/2021,2/8/2022,Arriving Early By 30mins
2495,Vasco da Gama,Kolkata,4/17/2021,1/9/2022,Arriving Early By 30mins
4704,Agartala,Tiruchirappally,11/15/2021,11/16/2021,Departing Early By 30mins
3994,Madurai,Jammu,11/20/2021,3/30/2021,Departed
2258,Kolkata,Naqpur,11/5/2021,2/2/2022,Departing Early By 30mins
3072,Kochi,Lucknow,3/25/2021,9/8/2021,Arriving Early By 30mins
3157,Indore,Bangalore,1/13/2022,2/25/2021,On Time
3138,Kolkata,Port Blair,6/1/2021,2/2/2022,Departing Late By 30mins
2667,Chandigarh,Jaipur,12/27/2021,3/19/2021,Arriving Early By 30mins
4370,Tiruchirappally,Jammu,12/19/2021,4/9/2021,Arriving Early By 30mins
4691,Jammu,New Delhi,4/26/2021,2/17/2022,On Time
1789,Pune,Thiruvananthapuram,3/13/2021,12/23/2021,Departing Early By 30mins
3547,Patna,Mangalore,3/19/2021,4/12/2021,Departing Early By 30mins
1077,Madurai,Ahmedabad,11/1/2021,7/9/2021,Arriving Early By 30mins
3945,Lucknow,Guwahati,6/20/2021,10/6/2021,On Time
2873,Thiruvananthapuram,Agartala,2/7/2022,12/29/2021,Departing Early By 30mins
3236,Lucknow,Mangalore,3/16/2021,6/20/2021,Arriving Late By 30mins
3215,Mumbai,Port Blair,12/4/2021,9/30/2021,Arriving Late By 30mins
3350,Port Blair,Naqpur,11/2/2021,2/24/2021,Departing Early By 30mins
3681,Coimbatore,Lucknow,2/18/2022,6/18/2021,Arriving Early By 30mins
4384,Srinagar,Calicut,2/22/2021,4/30/2021,Arriving Late By 30mins
3169,Agartala,Coimbatore,5/6/2021,10/23/2021,Departing Late By 30mins
3717,Indore,Guwahati,3/15/2021,12/28/2021,On Time
3029,Srinagar,Ahmedabad,8/15/2021,2/22/2022,Departing Early By 30mins
2249,Bangalore,Srinagar,8/8/2021,7/4/2021,Departing Late By 30mins
2051,Indore,Vasco da Gama,8/7/2021,1/7/2022,Departing Late By 30mins
1224,Kolkata,New Delhi,10/24/2021,11/14/2021,Arriving Late By 30mins
4049,Chandigarh,Pune,7/1/2021,6/26/2021,Arriving Late By 30mins
4917,Mangalore,Chennai,1/13/2022,7/19/2021,On Time
2364,Chennai,Lucknow,2/6/2022,9/4/2021,On Time
3758,Tiruchirappally,Kolkata,12/26/2021,6/11/2021,Departing Late By 30mins
3373,Lucknow,Patna,10/14/2021,7/19/2021,Arriving Early By 30mins
3655,Naqpur,Naqpur,2/6/2022,6/21/2021,On Time
3951,Calicut,Srinagar,11/10/2021,11/2/2021,Arriving Early By 30mins
3513,Guwahati,Ahmedabad,5/3/2021,12/27/2021,Arriving Early By 30mins
2064,Jammu,Coimbatore,12/14/2021,4/23/2021,Arriving Early By 30mins
3681,Bangalore,Agartala,12/14/2021,4/4/2021,On Time
1994,Siliguri,Amritsar,3/8/2021,9/27/2021,Arriving Late By 30mins
4997,Jammu,Jaipur,10/15/2021,9/9/2021,On Time
2190,Siliguri,Naqpur,11/26/2021,7/9/2021,Arriving Late By 30mins
1997,Jammu,Pune,12/3/2021,6/30/2021,Departed
2297,Siliguri,Visakhapatnam,5/12/2021,3/2/2021,On Time
3024,Naqpur,Madurai,3/6/2021,9/24/2021,Arriving Early By 30mins
2452,New Delhi,Thiruvananthapuram,5/9/2021,12/3/2021,On Time
4625,Naqpur,Srinagar,12/14/2021,7/17/2021,On Time
1433,Jammu,Kochi,9/16/2021,10/15/2021,Departing Early By 30mins
2740,Kolkata,Port Blair,5/10/2021,7/3/2021,On Time
4478,Port Blair,Lucknow,12/12/2021,10/7/2021,On Time
3173,Visakhapatnam,Amritsar,10/3/2021,10/5/2021,Departing Early By 30mins
1100,Pune,Tiruchirappally,9/28/2021,11/19/2021,Departing Late By 30mins
4534,Srinagar,Port Blair,6/3/2021,12/12/2021,Arriving Early By 30mins
3421,Chennai,Indore,10/27/2021,6/24/2021,Departed
4648,Patna,Mangalore,7/13/2021,4/21/2021,Departing Late By 30mins
2323,Patna,Tiruchirappally,4/17/2021,5/24/2021,On Time
4216,Bangalore,Mangalore,10/21/2021,6/19/2021,Departing Late By 30mins
4225,Port Blair,Mumbai,9/26/2021,7/5/2021,Departing Early By 30mins
4275,Amritsar,Visakhapatnam,2/9/2022,8/31/2021,On Time
3663,Calicut,Jammu,8/19/2021,6/21/2021,Departed
2498,Lucknow,Vasco da Gama,7/1/2021,4/14/2021,Departing Late By 30mins
1444,Mangalore,Siliguri,11/18/2021,10/13/2021,Departing Early By 30mins
4613,Agartala,Mumbai,6/13/2021,11/4/2021,On Time
1443,Chandigarh,Kochi,1/24/2022,3/21/2021,On Time
4134,Mangalore,Kolkata,4/28/2021,4/23/2021,Departing Early By 30mins
4946,Agartala,Siliguri,1/21/2022,11/1/2021,Arriving Early By 30mins
2685,Kochi,Agartala,11/21/2021,9/30/2021,Departing Early By 30mins
1197,Madurai,New Delhi,1/17/2022,10/6/2021,Arriving Late By 30mins
4088,Kochi,Thiruvananthapuram,8/9/2021,3/28/2021,Departed
1643,Naqpur,Pune,9/16/2021,3/29/2021,Arriving Early By 30mins
2678,Calicut,Agartala,1/13/2022,12/8/2021,Departed
1784,Calicut,Indore,12/21/2021,6/19/2021,On Time
3450,Srinagar,Chennai,1/12/2022,4/24/2021,Arriving Late By 30mins
4976,Chandigarh,Indore,11/3/2021,7/6/2021,Departing Late By 30mins
2141,Srinagar,Indore,7/22/2021,5/2/2021,Departing Late By 30mins
1916,Mumbai,Tiruchirappally,7/28/2021,3/29/2021,Arriving Late By 30mins
4835,Visakhapatnam,Kolkata,6/20/2021,12/17/2021,Arriving Late By 30mins
2860,Chennai,Thiruvananthapuram,7/30/2021,3/21/2021,On Time
2152,Kochi,Tiruchirappally,2/24/2021,5/30/2021,Arriving Early By 30mins
3086,Kolkata,Madurai,7/19/2021,7/20/2021,Arriving Late By 30mins
2765,Agartala,Chennai,4/15/2021,5/30/2021,Departed
3750,Vasco da Gama,Jaipur,6/21/2021,7/31/2021,Departed
4356,Kochi,Patna,7/30/2021,11/3/2021,Departing Late By 30mins
1495,Pune,Chandigarh,5/20/2021,9/1/2021,Departed
3568,Lucknow,Pune,5/9/2021,2/17/2022,Departing Late By 30mins
1997,Tiruchirappally,Guwahati,6/8/2021,4/21/2021,On Time
4765,Pune,Jammu,5/27/2021,4/4/2021,Departing Late By 30mins
3431,Visakhapatnam,New Delhi,5/24/2021,7/14/2021,Arriving Early By 30mins
4390,Thiruvananthapuram,Indore,8/21/2021,1/20/2022,Departing Late By 30mins
1207,Mumbai,Ahmedabad,6/13/2021,9/6/2021,Arriving Late By 30mins
4607,Jaipur,Mumbai,4/1/2021,10/2/2021,Departing Late By 30mins
3868,Srinagar,Patna,1/23/2022,10/26/2021,Departing Late By 30mins
1345,Coimbatore,Ahmedabad,11/13/2021,2/28/2021,Arriving Late By 30mins
2845,Hyderabad City,Pune,11/8/2021,12/16/2021,Arriving Late By 30mins
3066,Hyderabad City,Chandigarh,8/22/2021,9/8/2021,Departing Late By 30mins
2681,Kochi,Hyderabad City,3/29/2021,6/9/2021,Departing Late By 30mins
2832,Coimbatore,Port Blair,3/19/2021,12/9/2021,Arriving Early By 30mins
4942,Pune,Amritsar,3/12/2021,5/14/2021,Departing Late By 30mins
1946,Naqpur,Ahmedabad,7/16/2021,3/18/2021,Arriving Late By 30mins
3689,Coimbatore,Calicut,5/30/2021,10/22/2021,Departed
3105,Lucknow,Hyderabad City,1/10/2022,7/30/2021,Arriving Late By 30mins
1584,Chennai,New Delhi,4/11/2021,5/12/2021,Departed
4486,Naqpur,Hyderabad City,6/14/2021,11/7/2021,Arriving Early By 30mins
4144,Amritsar,Madurai,9/26/2021,11/11/2021,Arriving Early By 30mins
1140,Chandigarh,Srinagar,11/8/2021,3/12/2021,Arriving Early By 30mins
2826,Thiruvananthapuram,Calicut,10/12/2021,5/28/2021,On Time
2083,Amritsar,Bangalore,6/11/2021,3/4/2021,On Time
2499,Chennai,Port Blair,2/20/2022,11/10/2021,Arriving Early By 30mins
4548,Mumbai,Ahmedabad,10/22/2021,7/14/2021,Arriving Late By 30mins
1597,Bangalore,Patna,12/1/2021,4/3/2021,Departing Late By 30mins
1563,Indore,Siliguri,1/9/2022,11/21/2021,Arriving Late By 30mins
2061,Calicut,Madurai,5/1/2021,3/9/2021,Arriving Early By 30mins
2688,Vasco da Gama,Visakhapatnam,12/13/2021,3/30/2021,Departing Late By 30mins
2398,Jaipur,Kolkata,9/19/2021,2/25/2021,Arriving Early By 30mins
3168,Srinagar,Lucknow,12/29/2021,7/4/2021,Departing Early By 30mins
4324,Chennai,Indore,5/27/2021,12/1/2021,Arriving Early By 30mins
4324,Bangalore,Madurai,9/22/2021,3/10/2021,Arriving Late By 30mins
1841,Indore,Calicut,12/24/2021,10/31/2021,Arriving Late By 30mins
3634,Vasco da Gama,Kolkata,9/6/2021,5/1/2021,Departing Late By 30mins
4278,Indore,Calicut,11/20/2021,6/28/2021,Arriving Early By 30mins
4090,Lucknow,Amritsar,5/31/2021,8/19/2021,Departing Early By 30mins
4969,Kolkata,Ahmedabad,5/20/2021,2/24/2021,Departing Late By 30mins
3508,Patna,Visakhapatnam,7/16/2021,9/24/2021,Departing Late By 30mins
3546,Guwahati,Patna,3/4/2021,1/18/2022,Arriving Early By 30mins
2373,Vasco da Gama,Agartala,6/21/2021,10/10/2021,On Time
3224,Ahmedabad,Lucknow,9/25/2021,10/4/2021,Arriving Early By 30mins
4655,Mumbai,Lucknow,3/6/2021,5/17/2021,Arriving Early By 30mins
2144,Guwahati,Siliguri,10/22/2021,7/25/2021,Departed
4556,Patna,Chennai,8/7/2021,3/23/2021,Departed
2021,Lucknow,Bangalore,10/1/2021,3/10/2021,Departing Early By 30mins
4535,Lucknow,Indore,10/12/2021,5/19/2021,Arriving Early By 30mins
1116,Ahmedabad,Agartala,9/19/2021,5/11/2021,Arriving Late By 30mins
1283,Srinagar,Jammu,12/24/2021,7/23/2021,Departed
1464,Srinagar,Vasco da Gama,5/23/2021,1/15/2022,Departed
1974,Mangalore,Coimbatore,8/20/2021,3/29/2021,On Time
3577,Guwahati,Indore,12/5/2021,10/6/2021,Departing Late By 30mins
2547,Lucknow,Amritsar,3/4/2021,10/1/2021,Departing Late By 30mins
4093,Lucknow,Indore,2/6/2022,4/26/2021,Departing Late By 30mins
2939,Visakhapatnam,Naqpur,10/1/2021,12/3/2021,Departing Late By 30mins
4808,Naqpur,Patna,5/7/2021,5/14/2021,Departing Early By 30mins
4550,Kochi,Kochi,4/24/2021,9/28/2021,Departing Early By 30mins
2640,Coimbatore,Indore,7/2/2021,5/16/2021,Arriving Late By 30mins
3305,Indore,Vasco da Gama,3/20/2021,4/4/2021,Arriving Late By 30mins
4363,Amritsar,Tiruchirappally,7/5/2021,2/16/2022,Departed
1459,Visakhapatnam,New Delhi,10/26/2021,11/22/2021,Arriving Early By 30mins
3346,Thiruvananthapuram,Ahmedabad,11/19/2021,6/10/2021,Departed
3044,Calicut,Bangalore,3/26/2021,5/19/2021,Arriving Late By 30mins
4185,Guwahati,Calicut,9/15/2021,1/11/2022,On Time
4806,Madurai,Hyderabad City,6/2/2021,6/29/2021,Arriving Late By 30mins
1219,Guwahati,Jaipur,7/15/2021,1/24/2022,Departing Early By 30mins
2501,Ahmedabad,Visakhapatnam,7/20/2021,4/24/2021,Arriving Late By 30mins
2602,Port Blair,Visakhapatnam,12/16/2021,2/9/2022,Departing Late By 30mins
4039,Jammu,Chennai,12/24/2021,7/20/2021,Departing Early By 30mins
4879,Ahmedabad,Srinagar,8/20/2021,12/3/2021,Arriving Early By 30mins
4343,Amritsar,Calicut,1/7/2022,8/19/2021,Arriving Late By 30mins
4854,Mumbai,Indore,12/10/2021,6/22/2021,Departed
3872,Srinagar,Coimbatore,11/18/2021,3/13/2021,On Time
4259,Indore,New Delhi,11/23/2021,11/4/2021,Arriving Late By 30mins
2394,Vasco da Gama,Kolkata,7/21/2021,2/13/2022,Departing Early By 30mins
4286,Ahmedabad,Port Blair,5/10/2021,10/20/2021,Arriving Early By 30mins
3246,Patna,Thiruvananthapuram,12/30/2021,6/27/2021,On Time
4092,Indore,Guwahati,6/6/2021,4/1/2021,Departed
2478,New Delhi,Madurai,11/5/2021,6/1/2021,Departing Late By 30mins
3669,Chennai,Thiruvananthapuram,6/28/2021,4/1/2021,On Time
3224,Mumbai,Pune,1/23/2022,12/31/2021,Arriving Early By 30mins
2768,Chennai,Bangalore,4/26/2021,9/2/2021,Departing Late By 30mins
1212,Coimbatore,Coimbatore,12/13/2021,12/31/2021,Departed
1118,Patna,Indore,3/14/2021,11/13/2021,Departing Late By 30mins
4389,Hyderabad City,Mangalore,5/5/2021,6/7/2021,Departed
2340,New Delhi,Jammu,9/17/2021,12/23/2021,Arriving Early By 30mins
4088,Visakhapatnam,Guwahati,10/14/2021,2/1/2022,Departing Early By 30mins
3514,Calicut,New Delhi,6/2/2021,1/3/2022,Departing Late By 30mins
3876,Siliguri,Visakhapatnam,12/11/2021,9/4/2021,Departed
4831,Kolkata,Calicut,6/25/2021,12/16/2021,Departing Late By 30mins
3551,Jaipur,Amritsar,3/11/2021,6/14/2021,Arriving Early By 30mins
1567,New Delhi,Chandigarh,7/17/2021,3/5/2021,Departing Late By 30mins
3382,Lucknow,Patna,3/17/2021,4/18/2021,Departing Early By 30mins
3718,Mumbai,Calicut,10/20/2021,12/9/2021,Departed
4764,Guwahati,Chandigarh,10/12/2021,2/22/2021,On Time
2314,Pune,Amritsar,6/7/2021,6/7/2021,Arriving Late By 30mins
4484,Naqpur,Mangalore,4/30/2021,10/1/2021,On Time
3177,Amritsar,Agartala,11/28/2021,1/16/2022,Arriving Early By 30mins
2707,Mumbai,Vasco da Gama,7/8/2021,5/17/2021,Arriving Early By 30mins
1246,Indore,Bangalore,12/30/2021,5/29/2021,On Time
1167,Thiruvananthapuram,Kolkata,6/14/2021,11/24/2021,Arriving Early By 30mins
4573,Ahmedabad,Mangalore,1/31/2022,6/24/2021,Arriving Late By 30mins
4312,Chennai,Patna,1/28/2022,10/1/2021,On Time
4731,Calicut,Jammu,6/1/2021,12/29/2021,Departed
4425,Vasco da Gama,Ahmedabad,8/16/2021,12/29/2021,Arriving Late By 30mins
2043,Srinagar,Mangalore,4/20/2021,6/19/2021,On Time
3296,Chennai,Patna,12/9/2021,7/25/2021,Arriving Late By 30mins
1780,Madurai,Bangalore,6/23/2021,1/7/2022,Departing Early By 30mins
1428,Jammu,Naqpur,9/25/2021,11/10/2021,Departing Late By 30mins
3520,Jammu,Coimbatore,7/13/2021,10/10/2021,Arriving Late By 30mins
2088,Ahmedabad,Bangalore,4/23/2021,3/30/2021,Arriving Late By 30mins
4888,Agartala,Visakhapatnam,11/29/2021,8/20/2021,Arriving Early By 30mins
4127,Visakhapatnam,Patna,7/28/2021,2/3/2022,Departed
4701,Lucknow,Chandigarh,8/24/2021,10/31/2021,On Time
1209,Srinagar,Jammu,7/20/2021,3/21/2021,Arriving Early By 30mins
2226,Port Blair,Kolkata,12/13/2021,3/5/2021,Departing Late By 30mins
4457,Vasco da Gama,Kochi,1/27/2022,8/3/2021,Departing Early By 30mins
2630,Mangalore,Kochi,6/16/2021,1/28/2022,Departing Early By 30mins
2618,Bangalore,Vasco da Gama,12/7/2021,8/11/2021,Departing Late By 30mins
4039,Madurai,Bangalore,4/14/2021,7/4/2021,Arriving Early By 30mins
3980,Amritsar,Kochi,3/19/2021,10/22/2021,Arriving Early By 30mins
4626,Pune,New Delhi,2/4/2022,6/9/2021,Departed
2868,Pune,Agartala,8/29/2021,2/24/2021,Departing Late By 30mins
1384,Hyderabad City,Lucknow,6/6/2021,10/2/2021,On Time
1710,Siliguri,Pune,2/13/2022,8/3/2021,Arriving Late By 30mins
1793,Calicut,Vasco da Gama,5/26/2021,1/13/2022,Arriving Late By 30mins
4083,Thiruvananthapuram,Pune,8/27/2021,1/30/2022,Departed
4161,Thiruvananthapuram,Srinagar,11/24/2021,8/2/2021,Arriving Early By 30mins
3975,Madurai,Bangalore,4/20/2021,9/8/2021,On Time
4123,Guwahati,Calicut,2/2/2022,2/14/2022,Departed
3248,New Delhi,Bangalore,7/8/2021,2/5/2022,On Time
2286,Siliguri,Indore,11/3/2021,1/24/2022,On Time
1310,Chennai,New Delhi,11/9/2021,2/21/2022,Departing Early By 30mins
3072,Thiruvananthapuram,Indore,1/30/2022,4/29/2021,On Time
3765,Chandigarh,New Delhi,11/30/2021,5/19/2021,Departing Early By 30mins
1514,Port Blair,Srinagar,9/20/2021,6/5/2021,Departed
3121,Coimbatore,Madurai,1/9/2022,6/6/2021,Departing Late By 30mins
4223,Patna,Indore,3/5/2021,11/5/2021,Departing Late By 30mins
4687,Ahmedabad,Indore,5/6/2021,7/19/2021,On Time
2474,Ahmedabad,Mangalore,12/9/2021,12/24/2021,Departed
2850,Thiruvananthapuram,Visakhapatnam,3/24/2021,1/18/2022,Arriving Late By 30mins
3920,Visakhapatnam,Guwahati,9/12/2021,8/8/2021,Departed
4003,Chandigarh,Kolkata,8/20/2021,4/13/2021,Departing Early By 30mins
4437,Indore,Tiruchirappally,5/24/2021,11/19/2021,On Time
1745,Tiruchirappally,Calicut,9/29/2021,10/28/2021,Departing Late By 30mins
2202,Agartala,Agartala,4/24/2021,11/9/2021,Arriving Early By 30mins
